Id,Name,Name_Lang,Branche,Typ,Adresse,PLZ,Ort,Land,E-Mail,Tel,Fax,Pruefung
bundesbehoerden_bund_23_20-08-2020,Verfassungsgerichtshof,Verfassungsgerichtshof,Bundesbehörde,Gericht,Freyung 8,1010,Wien,Österreich,vfgh@vfgh.gv.at,+431531220,+431531220499,20.08.2020
bundesbehoerden_bund_24_20-08-2020,Bundesdenkmalamt,Bundesdenkmalamt,Bundesbehörde,Bundesbehörde,"Hofburg, Säulenstiege",1010,Wien,Österreich,service@bda.gv.at,+43153415,,20.08.2020
bundesbehoerden_bund_25_20-08-2020,Hofmusikkapelle,Hofmusikkapelle,Bundesbehörde,Nachgeordnete Behörde,"Hofburg, Schweizerhof",1010,Wien,Österreich,office@hofmusikkapelle.gv.at,+4315339927,+431533992780,20.08.2020
bundesbehoerden_bund_26_20-08-2020,Sicherheitsuntersuchungsstelle des Bundes,Sicherheitsuntersuchungsstelle des Bundes,Bundesbehörde,Nachgeordnete Behörde,"Radetzkystraße 2, Postfach 206",1000,Wien,Österreich,sub@bmvit.gv.at,+43171162657777,+43171162659298,20.08.2020
bundesbehoerden_bund_27_20-08-2020,BFTK,Büro für Funkanlagen und Telekommunikationsendeinrichtungen,Bundesbehörde,Nachgeordnete Behörde,Radetzkystraße 2,1030,Wien,Österreich,bftk@bmvit.gv.at,+43171162654040,+43171162654049,20.08.2020
bundesbehoerden_bund_28_20-08-2020,Fernmeldebehörde Republik Österreich,Fernmeldebehörde Republik Österreich,Bundesbehörde,Nachgeordnete Behörde,Radetzkystraße 2,1030,Wien,Österreich,fb@bmvit.gv.at,+43171162650,+4317130326,20.08.2020
bundesbehoerden_bund_29_20-08-2020,Bundesamt für Wasserwirtschaft,Bundesamt für Wasserwirtschaft,Bundesbehörde,Nachgeordnete Behörde,Scharfling 18,5310,Mondsee,Österreich,direktion@baw.at,+43623238470,+436232384733,20.08.2020
bundesbehoerden_bund_30_20-08-2020,Bundesamt für Weinbau,Bundesamt für Weinbau,Bundesbehörde,Bundesanstalt,Gölbeszeile 1,7000,Eisenstadt,Österreich,office@bawb.at,+43268265905,+4326826590542,20.08.2020
bundesbehoerden_bund_31_20-08-2020,Bundesanstalt für Agrarwirtschaft und Bergbauernfragen,Bundesanstalt für Agrarwirtschaft und Bergbauernfragen,Bundesbehörde,Bundesanstalt,Dietrichgasse 27,1030,Wien,Österreich,office@bab.gv.at,+43171100637415,+43171100637490,20.08.2020
bundesbehoerden_bund_32_20-08-2020,BFW,"Bundesforschungs- und Ausbildungszentrum für Wald, Naturgefahren und Landschaft sowie Bundesamt für Wald",Bundesbehörde,Bundesanstalt,Seckendorff-Gudent-Weg 8,1131,Wien Postfach,Österreich,direktion@bfw.gv.at,+431878381250,+431878381250,20.08.2020
bundesbehoerden_bund_33_20-08-2020,Österreichische Bundesgärten,HBFLA für Gartenbau Schönbrunn und Österreichische Bundesgärten,Bundesbehörde,Nachgeordnete Behörde,Grünbergstraße 24,1130,Wien,Österreich,office@bundesgaerten.at,+43181359500,+431813595099,20.08.2020
bundesbehoerden_bund_34_20-08-2020,Bundeskellereiinspektion,Bundeskellereiinspektion,Bundesbehörde,Nachgeordnete Behörde,Marxergasse 2,1030,Wien,Österreich,elfriede.gumprecht@bundeskellereiinspektion.at,+43171100637025,+43171100637054,20.08.2020
bundesbehoerden_bund_35_20-08-2020,Statistik Austria,Bundesanstalt Statistik Österreich ,Bundesbehörde,Bundesanstalt,Guglgasse 13,1110,Wien,Österreich,office@statistik.gv.at ,+431711280,+431711287728,20.08.2020
bundesbehoerden_bund_36_20-08-2020,E-Control,Energie-Control Austria für die Regulierung der Elektrizitäts- und Erdgaswirtschaft,Bundesbehörde,Bundesanstalt,Rudolfsplatz 13a,1010,Wien,Österreich,office@e-control.at,+431247240,+43124724900,20.08.2020
bundesbehoerden_bund_37_20-08-2020,GBA,Geologische Bundesanstalt,Bundesbehörde,Bundesanstalt,Neulinggasse 38,1030,Wien,Österreich,office@geologie.ac.at,+4317125674,+431712567456,20.08.2020
bundesbehoerden_bund_38_20-08-2020,ZAMG,Zentralanstalt für Meteorologie und Geodynamik ,Bundesbehörde,Bundesanstalt,Hohe Warte 38,1190,Wien,Österreich,dion@zamg.ac.at,+43136026,+4313691233,20.08.2020
bundesbehoerden_bund_39_20-08-2020,Gedenkstätte Mauthausen,Gedenkstätte Mauthausen,Bundesbehörde,Bundesanstalt,"Argentinierstraße 13, Top 103+104",1040,Wien,Österreich,office@mauthausen-memorial.org,+4313763000100,,20.08.2020
bundesbehoerden_bund_40_20-08-2020,JBA,Justizbetreuungsagentur,Bundesbehörde,Bundesanstalt,Universitätsstraße 5/7,1010,Wien,Österreich,office@jba.gv.at,+4319089022300,+4319089022310,20.08.2020
bundesbehoerden_bund_41_20-08-2020,BHAG,Buchhaltungsagentur des Bundes,Bundesbehörde,Bundesanstalt,Dresdner Straße 89,1200,Wien,Österreich,ds@bhag.gv.at,+4350506859843,,20.08.2020
bundesbehoerden_bund_42_20-08-2020,Agentur für Rechnungswesen,Agentur für Rechnungswesen GmbH,Bundesbehörde,Öffentliches Unternehmen,Dresdner Straße 89,1200,Wien,Österreich,office@arw.gv.at,+43505060,,20.08.2020
bundesbehoerden_bund_43_20-08-2020,BEV,Bundesamt für Eich- und Vermessungswesen,Bundesbehörde,Bundesamt,Schiffamtsgasse 1-3,1020,Wien,Österreich,kundenservice@bev.gv.at,+43121110822160,+4312111082992161,20.08.2020
bundesbehoerden_bund_44_20-08-2020,BAES,Bundesamt für Ernährungssicherheit,Bundesbehörde,Bundesamt,"p.A. AGES, Spargelfeldstrasse 191",1200,Wien,Österreich,baes@baes.gv.at,+435055532350,,20.08.2020
bundesbehoerden_bund_45_20-08-2020,BFA,Bundesamt für Fremdenwesen und Asyl,Bundesbehörde,Bundesamt,Modecenterstraße 22,1030,Wien,Österreich,BFA-Einlaufstelle@bmi.gv.at,+4359133987004,+4359133987399,20.08.2020
bundesbehoerden_bund_46_20-08-2020,BAK,Bundesamt zur Korruptionsprävention und Korruptionsbekämpfung,Bundesbehörde,Bundesamt,Herrengasse 7,1010,Wien,Österreich,BMI-III-BAK-SPOC@bak.gv.at,+43153126906800,+43153126108583,20.08.2020
bundesbehoerden_bund_47_20-08-2020,BASG,Bundesamt für Sicherheit im Gesundheitswesen,Bundesbehörde,Bundesamt,Traisengasse 5,1200,Wien,Österreich,basg_anfragen@basg.gv.at,+435055536111,+435055536111,20.08.2020
bundesbehoerden_bund_48_20-08-2020,BVT,Bundesamt für Verfassungsschutz und Terrorismusbekämpfung,Bundesbehörde,Bundesamt,"Herrengasse 7, Postfach 100",1010,Wien,Österreich,BMI-II-BVT@bmi.gv.at,+431531260,+43153126108613,20.08.2020
bundesbehoerden_bund_49_20-08-2020,BFW,Bundesamt für Wald,Bundesbehörde,Bundesamt,Seckendorff-Gudent-Weg 8,1131,Wien Postfach,Österreich,bundesamt@bfw.gv.at,+431878382214,,20.08.2020
bundesbehoerden_bund_50_20-08-2020,Umweltbundesamt,Umweltbundesamt GmbH,Bundesbehörde,Bundesamt,Spittelauer Lände 5,1090,Wien,Österreich,datenschutzbeauftragter@umweltbundesamt.at,+43131304,+431313045400,20.08.2020
bundesbehoerden_bund_51_20-08-2020,AMS,Arbeitsmarktservice,Bundesbehörde,Öffentliches Unternehmen,Treustraße 35-43,1200,Wien,Österreich,ams.oesterreich@ams.at,+4350904199,+4350904188,20.08.2020
bundesbehoerden_bund_52_20-08-2020,Austro Control,Österreichische Gesellschaft für Zivilluftfahrt mit beschränkter Haftung,Bundesbehörde,Bundesamt,Wagramer Straße 19,1220,Wien,Österreich,info@austrocontrol.at,‘+43517030,‘+435170301536,20.08.2020
bundesbehoerden_bund_53_20-08-2020,Österreichische Nationalbank,Österreichische Nationalbank,Bundesbehörde,Bundesamt,Otto-Wagner-Platz 3,1090,Wien,Österreich,posteingang@oenb.at,+431404200,+43140420042399,20.08.2020
bundesbehoerden_bund_54_20-08-2020,Rechnungshof,Rechnungshof Österreich,Bundesbehörde,Bundesamt,Dampfschiffstraße 2,1031,Wien Postfach,Österreich,office@rechnungshof.gv.at,+431711710,,20.08.2020
bundesbehoerden_bund_55_20-08-2020,Schienen Control,Österreichische Gesellschaft für Schienenmarktregulierung mit beschränkter Haftung,Bundesbehörde,Bundesamt,Linke Wienzeile 4/1/6,1060,Wien,Österreich,office@schienencontrol.gv.at,+4315050707,,20.08.2020
bundesbehoerden_bund_56_20-08-2020,Patentamt,Österreichisches Patentamt,Bundesbehörde,Bundesamt,Dresdner Straße 87,1200,Wien,Österreich,info@patentamt.at,+431534240,,20.08.2020
bundesbehoerden_bund_57_20-08-2020,Heerespersonalamt,Heerespersonalamt,Bundesbehörde,Nachgeordnete Behörde,Panikengasse 2,1163,Wien,Österreich,hpa.wien1@bmlvs.gv.at,+4350201991650,,20.08.2020
gewerkschaften_bund_1_22-08-2020,ÖGB,Österreichischer Gewerkschaftsbund,Interessensvertretung,Gewerkschaft,Johann-Böhm-Platz 1,1020,Wien,Österreich,oegb@oegb.at,+4315344439,,22.08.2020
gewerkschaften_bund_2_22-08-2020,GPA-djp,"Gewerkschaft der Privatangestellten, Druck, Journalismus, Papier",Interessensvertretung,Gewerkschaft,Alfred-Dallinger-Platz 1,1034,Wien,Österreich,service@gpa-djp.at,+4350301301,,22.08.2020
gewerkschaften_bund_3_22-08-2020,GÖD,Gewerkschaft Öffentlicher Dienst,Interessensvertretung,Gewerkschaft,Teinfaltstraße 7,1010,Wien,Österreich,goed@goed.at,+431534540,,22.08.2020
gewerkschaften_bund_4_22-08-2020,younion,younion_Die Daseinsgewerkschaft,Interessensvertretung,Gewerkschaft,Maria-Theresien-Straße 11,1090,Wien,Österreich,infocenter@younion.at,+431313168300,,22.08.2020
gewerkschaften_bund_5_22-08-2020,GBH,Gewerkschaft Bau-Holz,Interessensvertretung,Gewerkschaft,Johann-Böhm-Platz 1,1020,Wien,Österreich,bau-holz@gbh.at,+4315344459110,,22.08.2020
gewerkschaften_bund_6_22-08-2020,vida,Gewerkschaft vida,Interessensvertretung,Gewerkschaft,Johann-Böhm-Platz 1,1020,Wien,Österreich,info@vida.at,+43153444790,,22.08.2020
gewerkschaften_bund_7_22-08-2020,GPF,Gewerkschaft der Post- und Fernmeldebediensteten,Interessensvertretung,Gewerkschaft,Johann-Böhm-Platz 1,1020,Wien,Österreich,gpf@gpf.at,+4315344449440,,22.08.2020
gewerkschaften_bund_8_22-08-2020,PROGE,Produktionsgewerkschaft,Interessensvertretung,Gewerkschaft,Johann-Böhm-Platz 1,1020,Wien,Österreich,proge@proge.at,+43153444690,,22.08.2020
burgenland_burgenland_1_19-08-2020,Bildungsdirektion Burgenland,Bildungsdirektion Burgenland,Bildung,Behörde,Kernausteig 3,7000,Eisenstadt,Österreich,office@bildung-bgld.gv.at,+432682710,+4326827101009,19.08.2020
burgenland_burgenland_2_19-08-2020,Landespolizeidirektion Burgenland,Landespolizeidirektion Burgenland,Infrastruktur,Polizei,Neusiedler Straße 84,7000,Eisenstadt,Österreich,LPD-B@polizei.gv.at,+4359133100,+4359133101009,19.08.2020
burgenland_burgenland_3_18-08-2020,Wirtschaftskammer Burgenland,Wirtschaftskammer Burgenland,Interessensvertretung,Kammer,Robert-Graf-Platz 1,7000,Eisenstadt,Österreich,wkbgld@wkbgld.at,+435909072000,+435909072015,18.08.2020
burgenland_burgenland_4_18-08-2020,Rechtanswaltskammer Burgenland,Rechtanswaltskammer Burgenland,Interessensvertretung,Kammer,Marktstraße 3,7000,Eisenstadt,Österreich,rak.bgld@aon.at,+43720211990,+43720211991,18.08.2020
burgenland_burgenland_5_18-08-2020,Landeszahnärztekammer Burgenland,Landeszahnärztekammer Burgenland,Interessensvertretung,Kammer,Schlossplatz 1,7431,Bad Tatzmannsdorf,Österreich,office@bgld.zahnaerztekammer.at,+43505117000,+43505117002,18.08.2020
burgenland_burgenland_6_18-08-2020,"Notariatskammer für Wien, Niederösterreich und Burgenland ","Notariatskammer für Wien, Niederösterreich und Burgenland ",Interessensvertretung,Kammer,Landesgerichtsstraße 20,1010,Wien,Österreich,kammer-wnb@notar.or.at,+43140245090,+4314063475,18.08.2020
burgenland_burgenland_7_18-08-2020,Ärztekammer Burgenland,Ärztekammer Burgenland,Interessensvertretung,Kammer,Johann Permayerstraße 3,7000,Eisenstadt,Österreich,office@aekbgld.at,+43268262521,+4326826252190,18.08.2020
burgenland_burgenland_8_18-08-2020,Apothekerkammer Burgenland,Apothekerkammer Burgenland,Interessensvertretung,Kammer,Permayerstraße 3,7000,Eisenstadt,Österreich,burgenland@apothekerkammer.at,+43268261645,+43268266115,18.08.2020
burgenland_burgenland_9_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Burgenland,Kammer der Steuerberater und Wirtschaftsprüfer Burgenland,Interessensvertretung,Kammer,Schönbrunnerstraße 222-228/1/6/2,1120,Wien,Österreich,office@ksw.or.at,+431811730,+43181173100,18.08.2020
burgenland_burgenland_10_18-08-2020,"Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland","Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland",Interessensvertretung,Kammer,Karlsgasse 9/1,1040,Wien,Österreich,kammer@arching.at,+4315051781,+4315051005,18.08.2020
burgenland_burgenland_11_18-08-2020,Arbeiterkammer Burgenland,Kammer für Arbeiter und Angestellte für das Burgenland,Interessensvertretung,Kammer,Wiener Straße 7,7000,Eisenstadt,Österreich,akbgld@akbgld.at,+432682740,,18.08.2020
kaernten_kaernten_1_19-08-2020,Bildungsdirektion für Kärnten,Bildungsdirektion für Kärnten,Bildung,Behörde,10. -Oktober-Straße 24,9020,Klagenfurt am Wörthersee,Österreich,office@bildung-ktn.gv.at,+4350534,+435053411111,19.08.2020
kaernten_kaernten_2_19-08-2020,Landespolizeidirektion Kärnten,Landespolizeidirektion Kärnten,Infrastruktur,Polizei,Buchengasse 3,9020,Klagenfurt am Wörthersee,Österreich,LPD-K@polizei.gv.at,+4359133200,+4359133201009,19.08.2020
kaernten_kaernten_3_18-08-2020,Wirtschaftskammer Kärnten,Wirtschaftskammer Kärnten,Interessensvertretung,Kammer,Europaplatz 1,9021,Klagenfurt am Wörthersee Postfach,Österreich,wirtschaftskammer@wkk.or.at,+435909040,+43590904704,18.08.2020
kaernten_kaernten_4_18-08-2020,Rechtanswaltskammer Kärnten,Rechtanswaltskammer Kärnten,Interessensvertretung,Kammer,Theatergasse 4,9020,Klagenfurt am Wörthersee,Österreich,kammer@rechtsanwaelte-kaernten.at,+43463512425,+4346351242515,18.08.2020
kaernten_kaernten_5_18-08-2020,Landeszahnärztekammer Kärnten,Landeszahnärztekammer Kärnten,Interessensvertretung,Kammer,Neuer Platz 7/1,9020,Klagenfurt am Wörthersee,Österreich,office@ktn.zahnaerztekammer.at,+43505119020,+43505119023,18.08.2020
kaernten_kaernten_6_18-08-2020,Ärztekammer Kärnten,Ärztekammer Kärnten,Interessensvertretung,Kammer,St. Veiter Straße 34/II,9020,Klagenfurt am Wörthersee,Österreich,aek@aekktn.at,+46358560,+463514222,18.08.2020
kaernten_kaernten_7_18-08-2020,Apothekerkammer Kärnten,Apothekerkammer Kärnten,Interessensvertretung,Kammer,Alter Platz 24/II,9020,Klagenfurt am Wörthersee,Österreich,kaernten@apothekerkammer.at,+43463513366,+4346351336620,18.08.2020
kaernten_kaernten_8_18-08-2020,Arbeiterkammer Kärnten,Kammer für Arbeiter und Angestellte für Kärnten,Interessensvertretung,Kammer,Bahnhofplatz 3,9021,Klagenfurt am Wörthersee Postfach,Österreich,arbeiterkammer@akktn.at,+4350477,+43504772400,18.08.2020
kaernten_kaernten_9_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Kärnten,Kammer der Steuerberater und Wirtschaftsprüfer Kärnten,Interessensvertretung,Kammer,"Lakeside B11 a, 1. OG",9020,Klagenfurt am Wörthersee,Österreich,kaernten@ksw.or.at,+43463512944,+434635129445,18.08.2020
kaernten_kaernten_10_18-08-2020,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Kammer der ZiviltechnikerInnen für Steiermark und Kärnten,Interessensvertretung,Kammer,Schönaugasse 7/1,8010,Graz,Österreich,office@ztkammer.at,+43316826344,+4331682634425,18.08.2020
kaernten_kaernten_11_18-08-2020,Landarbeiterkammer Kärnten,Landarbeiterkammer Kärnten,Interessensvertretung,Kammer,Bahnhofstrasse 44/III,9020,Klagenfurt am Wörthersee,Österreich,lak@lakktn.at,+434635870419,+434635870420,18.08.2020
kaernten_kaernten_12_18-08-2020,Notariatskammer für Kärnten,Notariatskammer für Kärnten,Interessensvertretung,Kammer,Lakeside B 11 a,9020,Klagenfurt am Wörthersee,Österreich,office@ktn-notare.at,+43463512797,+434635127974,18.08.2020
niederoesterreich_niederoesterreich_1_19-09-2020,Bildungsdirektion für Niederösterreich,Bildungsdirektion für Niederösterreich,Bildung,Behörde,Rennbahnstraße 29,3109,St. Pölten,Österreich,office@bildung-noe.gv.at,‘+4327422800,‘+4327422801111,19.09.2020
niederoesterreich_niederoesterreich_2_19-09-2020,Landespolizeidirektion Niederösterreich,Landespolizeidirektion Niederösterreich,Infrastruktur,Polizei,Neue Herrengasse 15,3100,St. Pölten,Österreich,LPD-N@polizei.gv.at,+4359133300,+4359133301009,19.09.2020
niederoesterreich_niederoesterreich_3_19-09-2020,VP NÖ,Volkspartei Niederösterreich,Interessensvertretung,Partei,Ferstlergasse 4,3100,St. Pölten,Österreich,vp.direkt@vpnoe.at,+4327429020,,19.09.2020
niederoesterreich_niederoesterreich_4_19-09-2020,SPÖ NÖ,"Sozialdemokratischen Partei Österreichs, Landesorganisation Niederösterreich",Interessensvertretung,Partei,Niederösterreichring 1a,3100,St. Pölten,Österreich,servicenoe@spoe.at,+4327422255,,19.09.2020
niederoesterreich_niederoesterreich_5_19-09-2020,Grüne NÖ,Die Grünen Niederösterreich,Interessensvertretung,Partei,Daniel Gran Straße 48,3100,St. Pölten,Österreich,noe@gruene.at,‘+432742310660,‘+43274231066011,19.09.2020
niederoesterreich_niederoesterreich_6_19-09-2020,FPÖ NÖ,FPÖ-Landesgruppe NÖ,Interessensvertretung,Partei,Purkersdorferstraße 38,3100,St. Pölten,Österreich,fpoe-niederoesterreich@fpoe.at,‘+432742256280,+43274225628034,19.09.2020
niederoesterreich_niederoesterreich_7_18-08-2020,Wirtschaftskammer Niederösterreich,Wirtschaftskammer Niederösterreich,Interessensvertretung,Kammer,Wirtschaftskammer-Platz 1,3100,St. Pölten,Österreich,wknoe@wknoe.at,+4327428510,+43274285115899,18.08.2020
niederoesterreich_niederoesterreich_8_18-08-2020,Rechtanswaltskammer Niederösterreich,Rechtanswaltskammer Niederösterreich,Interessensvertretung,Kammer,Andreas-Hofer-Straße 6,3100,St. Pölten,Österreich,office@raknoe.at,+432742716500,+43274276588,18.08.2020
niederoesterreich_niederoesterreich_9_18-08-2020,Landeszahnärztekammer Niederösterreich,Landeszahnärztekammer Niederösterreich,Interessensvertretung,Kammer,Kremser Gasse 20,3100,St. Pölten,Österreich,office@noe.zahnaerztekammer.at,+43505113100,+43505113109,18.08.2020
niederoesterreich_niederoesterreich_10_18-08-2020,"Notariatskammer für Wien, Niederösterreich und Burgenland ","Notariatskammer für Wien, Niederösterreich und Burgenland ",Interessensvertretung,Kammer,Landesgerichtsstraße 20,1010,Wien,Österreich,kammer-wnb@notar.or.at,+43140245090,+4314063475,18.08.2020
niederoesterreich_niederoesterreich_11_18-08-2020,Ärztekammer Niederösterreich,Ärztekammer Niederösterreich,Interessensvertretung,Kammer,Wipplingerstraße 2,1010,Wien,Österreich,arztnoe@arztnoe.at,+431537510,+4315375119,18.08.2020
niederoesterreich_niederoesterreich_12_18-08-2020,Apothekerkammer Niederösterreich,Apothekerkammer Niederösterreich,Interessensvertretung,Kammer,Spitalgasse 31,1091,Wien Postfach,Österreich,noe@apothekerkammer.at,+43140414162,+4314088818,18.08.2020
niederoesterreich_niederoesterreich_13_18-08-2020,Arbeiterkammer Niederösterreich,Kammer für Arbeiter und Angestellte für Niederösterreich,Interessensvertretung,Kammer,AK-Platz 1,3100,St. Pölten,Österreich,mailbox@aknoe.at,+4357171,,18.08.2020
niederoesterreich_niederoesterreich_14_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Niederösterreich,Kammer der Steuerberater und Wirtschaftsprüfer Niederösterreich,Interessensvertretung,Kammer,Schönbrunnerstraße 222-228/1/6/2,1120,Wien,Österreich,office@ksw.or.at,+431811730,+43181173100,18.08.2020
niederoesterreich_niederoesterreich_15_18-08-2020,"Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland","Kammer der ZiviltechnikerInnen für Wien, Niederösterreich und Burgenland",Interessensvertretung,Kammer,Karlsgasse 9/1,1040,Wien,Österreich,kammer@arching.at,+4315051781,+4315051005,18.08.2020
niederoesterreich_niederoesterreich_16_18-08-2020,NÖ Landarbeiterkammer,Kammer für Arbeiter und Angestellte in der Land- und Forstwirtschaft in Niederösterreich,Interessensvertretung,Kammer,Marco d'Avianogasse 1/1,1010,Wien,Österreich,lak@lak-noe.at,+431512160110,+4315139366,18.08.2020
bezirkshauptmannschaften_oberoesterreich_1_19-08-2020,BH Braunau,Bezirkshauptmannschaft Braunau,Bezirksbehörde,Administration,Hammersteinplatz 1,5280,Braunau am Inn,Österreich,bh-br.post@ooe.gv.at,+4377228030,,19.08.2020
bezirkshauptmannschaften_oberoesterreich_2_19-08-2020,BH Freistadt,Bezirkshauptmannschaft Freistadt,Bezirksbehörde,Administration,Promenade 5,4240,Freistadt,Österreich,bh-fr.post@ooe.gv.at,+4379427020,+437942702262399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_3_19-08-2020,BH Gmunden,Bezirkshauptmannschaft Gmunden,Bezirksbehörde,Administration,Esplanade 10,4810,Gmunden,Österreich,bh-gm.post@ooe.gv.at,+4376127920,+437327720263399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_4_19-08-2020,BH Grieskirchen und Eferding,Bezirkshauptmannschaften Grieskirchen und Eferding,Bezirksbehörde,Administration,Manglburg 14,4710,Grieskirchen,Österreich,BH-GR-EF.Post@ooe.gv.at,+4372486030,+437327720264399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_5_19-08-2020,BH Kirchdorf,Bezirkshauptmannschaft Kirchdorf,Bezirksbehörde,Administration,Garnisonstraße 3,4560,Kirchdorf an der Krems,Österreich,bh-ki.post@ooe.gv.at,+4375826850,+437582685265399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_6_19-08-2020,BH Linz-Land,Bezirkshauptmannschaft Linz-Land,Bezirksbehörde,Administration,Kärntnerstraße 14-16,4020,Linz,Österreich,bh-ll.post@ooe.gv.at,+43732694140,+4373269414266399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_7_19-08-2020,BH Perg,Bezirkshauptmannschaft Perg,Bezirksbehörde,Administration,Dirnbergerstraße 11,4320,Perg,Österreich,bh-pe.post@ooe.gv.at,+4372625510,+437262551267399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_8_19-08-2020,BH Ried,Bezirkshauptmannschaft Ried,Bezirksbehörde,Administration,Parkgasse 1,4910,Ried im Innkreis,Österreich,bh-ri.post@ooe.gv.at,+4377529120,+437327720268399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_9_19-08-2020,BH Rohrbach,Bezirkshauptmannschaft Rohrbach,Bezirksbehörde,Administration,Am Teich 1,4150,Rohrbach in Oberösterreich,Österreich,bh-ro.post@ooe.gv.at,+43728988510,+4372898851269399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_10_19-08-2020,BH Schärding,Bezirkshauptmannschaft Schärding,Bezirksbehörde,Administration,Ludwig-Pfliegl-Gasse 11,4780,Schärding,Österreich,Personal.BH-SD.Post@ooe.gv.at,+43771231050,+4377123105270399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_11_19-08-2020,BH Steyr-Land,Bezirkshauptmannschaft Steyr-Land,Bezirksbehörde,Administration,Spitalskystraße 10a,4400,Steyr,Österreich,bh-se.post@ooe.gv.at,+437252523610,+43725252361271399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_12_19-08-2020,BH Urfahr-Umgebung,Bezirkshauptmannschaft Urfahr-Umgebung,Bezirksbehörde,Administration,Peuerbachstraße 26,4040,Linz,Österreich,bh-uu.post@ooe.gv.at,+437327313010,+43732731301272399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_13_19-08-2020,BH Vöcklabruck,Bezirkshauptmannschaft Vöcklabruck,Bezirksbehörde,Administration,Sportplatzstraße 1-3,4840,Vöcklabruck,Österreich,bh-vb.post@ooe.gv.at,+4376727020,+437672702273399,19.08.2020
bezirkshauptmannschaften_oberoesterreich_14_19-08-2020,BH Wels-Land,Bezirkshauptmannschaft Wels-Land,Bezirksbehörde,Administration,Herrengasse 8,4600,Wels,Österreich,bh-wl.post@ooe.gv.at,+4372426180,+437242618274399,19.08.2020
oberoesterreich_oberoesterreich_1_19-08-2020,Bildungsdirektion Oberösterreich,Bildungsdirektion Oberösterreich,Bildung,Behörde,Sonnensteinstraße 20,4040,Linz,Österreich,bd.post@bildung-ooe.gv.at,+4373270714131,+4373270714140,19.08.2020
oberoesterreich_oberoesterreich_2_19-08-2020,Landespolizeidirektion Oberösterreich,Landespolizeidirektion Oberösterreich,Infrastruktur,Polizei,Gruberstraße 35,4021,"Linz, Donau Postfach",Österreich,LPD-O@polizei.gv.at,+4359133500,+4359133407800,19.08.2020
oberoesterreich_oberoesterreich_3_18-08-2020,Wirtschaftskammer Oberösterreich,Wirtschaftskammer Oberösterreich,Interessensvertretung,Kammer,Hessenplatz 3,4020,Linz,Österreich,service@wkooe.at,+43590909,+435909092800,18.08.2020
oberoesterreich_oberoesterreich_4_18-08-2020,Rechtanswaltskammer Oberösterreich,Rechtanswaltskammer Oberösterreich,Interessensvertretung,Kammer,Gruberstraße 21,4020,Linz,Österreich,office@ooerak.or.at,+43732771730,+4373277173085,18.08.2020
oberoesterreich_oberoesterreich_5_18-08-2020,Landeszahnärztekammer Oberösterreich,Landeszahnärztekammer Oberösterreich,Interessensvertretung,Kammer,Marienstraße 9/1,4020,Linz,Österreich,office@ooe.zahnaerztekammer.at,+43505114010,+43505114014,18.08.2020
oberoesterreich_oberoesterreich_6_18-08-2020,Notariatskammer für Oberösterreich,Notariatskammer für Oberösterreich,Interessensvertretung,Kammer,Schmiedegasse 20/5,4040,Linz,Österreich,oberoesterreich@notariatskammer.at,+43732737073,+43732708019,18.08.2020
oberoesterreich_oberoesterreich_7_18-08-2020,Ärztekammer Oberösterreich,Ärztekammer Oberösterreich,Interessensvertretung,Kammer,Dinghoferstraße 4,4010,"Linz, Donau",Österreich,aekooe@aekooe.at,+437327783710,+43732783660300,18.08.2020
oberoesterreich_oberoesterreich_8_18-08-2020,Apothekerkammer Oberösterreich,Apothekerkammer Oberösterreich,Interessensvertretung,Kammer,Mozartstraße 26/1,4020,Linz,Österreich,ooe@apothekerkammer.at,+43732770350,+4314028602951,18.08.2020
oberoesterreich_oberoesterreich_9_18-08-2020,Arbeiterkammer Oberösterreich,Kammer für Arbeiter und Angestellte für Oberösterreich,Interessensvertretung,Kammer,Volksgartenstraße 40,4020,Linz,Österreich,online@akooe.at,+43506906,+435069062860,18.08.2020
oberoesterreich_oberoesterreich_10_18-08-2020,Kammer der Steuerberater und Wirtschaftsprüfer Oberösterreich,Kammer der Steuerberater und Wirtschaftsprüfer Oberösterreich,Interessensvertretung,Kammer,Landstraße 49/III,4020,Linz,Österreich,ooe@ksw.or.at,+43732773385,+4373277338515,18.08.2020
